date,Binance,Bitmex,Ftx
2020-06-10T15:30,597927,597927,597927
2020-06-10T15:40,598462,598462,598462
2020-06-10T15:50,598462,598462,598462
2020-06-10T16:00,598431,598431,598431
2020-06-10T16:10,597933,597933,597933
2020-06-10T16:20,597933,597933,597933
2020-06-10T16:30,597838,597838,597838
2020-06-10T16:40,597106,597106,597106
2020-06-10T16:50,597106,597106,597106
2020-06-10T17:00,598258,598258,598258
2020-06-10T17:10,598376,598376,598376
2020-06-10T17:20,598376,598376,598376
2020-06-10T17:30,598767,598767,598767
2020-06-10T17:40,599206,599206,599206
2020-06-10T17:50,599206,599206,599206
2020-06-10T18:00,599496,599496,599496
2020-06-10T18:10,598696,598696,598696
2020-06-10T18:20,598696,598696,598696
2020-06-10T18:30,598716,598716,598716
2020-06-10T18:40,595056,595056,595056
2020-06-10T18:50,595056,595056,595056
2020-06-10T19:00,590008,590008,590008
2020-06-10T19:10,587103,587103,587103
2020-06-10T19:20,587103,587103,587103
2020-06-10T19:30,586301,586301,586301
2020-06-10T19:40,587611,587611,587611
2020-06-10T19:50,587611,587611,587611
2020-06-10T20:00,587664,587664,587664
2020-06-10T20:10,587667,587667,587667
2020-06-10T20:20,587667,587667,587667
2020-06-10T20:30,587274,587274,587274
2020-06-10T20:40,586809,586809,586809
2020-06-10T20:50,586809,586809,586809
2020-06-10T21:00,587165,587165,587165
2020-06-10T21:10,587428,587428,587428
2020-06-10T21:20,587428,587428,587428
2020-06-10T21:30,587289,587289,587289
2020-06-10T21:40,587509,587509,587509
2020-06-10T21:50,587509,587509,587509
2020-06-10T22:00,589123,589123,589123
2020-06-10T22:10,589117,589117,589117
2020-06-10T22:20,589117,589117,589117
2020-06-10T22:30,588490,588490,588490
2020-06-10T22:40,588802,588802,588802
2020-06-10T22:50,588802,588802,588802
2020-06-10T23:00,589154,589154,589154
2020-06-10T23:10,589977,589977,589977
2020-06-10T23:20,589977,589977,589977
2020-06-10T23:30,590479,590479,590479
2020-06-10T23:40,590273,590273,590273
2020-06-10T23:50,590273,590273,590273
2020-06-11T00:00,590773,590773,590773
2020-06-11T00:10,591076,591076,591076
2020-06-11T00:20,591076,591076,591076
2020-06-11T00:30,586291,586291,586291
2020-06-11T00:40,586226,586226,586226
2020-06-11T00:50,586226,586226,586226
2020-06-11T01:00,584867,584867,584867
2020-06-11T01:10,584815,584815,584815
2020-06-11T01:20,584815,584815,584815
2020-06-11T01:30,585295,585295,585295
2020-06-11T01:40,581688,581688,581688
2020-06-11T01:50,581688,581688,581688
2020-06-11T02:00,581640,581640,581640
2020-06-11T02:10,581932,581932,581932
2020-06-11T02:20,581932,581932,581932
2020-06-11T02:30,581969,581969,581969
2020-06-11T02:40,584688,584688,584688
2020-06-11T02:50,584688,584688,584688
2020-06-11T03:00,584587,584587,584587
2020-06-11T03:10,584619,584619,584619
2020-06-11T03:20,584619,584619,584619
2020-06-11T03:30,584986,584986,584986
2020-06-11T03:40,587168,587168,587168
2020-06-11T03:50,587168,587168,587168
2020-06-11T04:00,586931,586931,586931
2020-06-11T04:10,585823,585823,585823
2020-06-11T04:20,585823,585823,585823
2020-06-11T04:30,586035,586035,586035
2020-06-11T04:40,585887,585887,585887
2020-06-11T04:50,585887,585887,585887
2020-06-11T05:00,586013,586013,586013
2020-06-11T05:10,586178,586178,586178
2020-06-11T05:20,586178,586178,586178
2020-06-11T05:30,586040,586040,586040
2020-06-11T05:40,586176,586176,586176
2020-06-11T05:50,586176,586176,586176
2020-06-11T06:00,586999,586999,586999
2020-06-11T06:10,586078,586078,586078
2020-06-11T06:20,586078,586078,586078
2020-06-11T06:30,591682,591682,591682
2020-06-11T06:40,591538,591538,591538
2020-06-11T06:50,591538,591538,591538
2020-06-11T07:00,592054,592054,592054
2020-06-11T07:10,592817,592817,592817
2020-06-11T07:20,592817,592817,592817
2020-06-11T07:30,593221,593221,593221
2020-06-11T07:40,593313,593313,593313
2020-06-11T07:50,593313,593313,593313
2020-06-11T08:00,592389,592389,592389
2020-06-11T08:10,593296,593296,593296
2020-06-11T08:20,593296,593296,593296
2020-06-11T08:30,592766,592766,592766
2020-06-11T08:40,592319,592319,592319
2020-06-11T08:50,592319,592319,592319
2020-06-11T09:00,592240,592240,592240
2020-06-11T09:10,592384,592384,592384
2020-06-11T09:20,592384,592384,592384
2020-06-11T09:30,594080,594080,594080
2020-06-11T09:40,594035,594035,594035
2020-06-11T09:50,594035,594035,594035
2020-06-11T10:00,593878,593878,593878
2020-06-11T10:10,594008,594008,594008
2020-06-11T10:20,594008,594008,594008
2020-06-11T10:30,594268,594268,594268
2020-06-11T10:40,594345,594345,594345
2020-06-11T10:50,594345,594345,594345
2020-06-11T11:00,594052,594052,594052
2020-06-11T11:10,593091,593091,593091
2020-06-11T11:20,593091,593091,593091
2020-06-11T11:30,594088,594088,594088
2020-06-11T11:40,594239,594239,594239
2020-06-11T11:50,594239,594239,594239
2020-06-11T12:00,594672,594672,594672
2020-06-11T12:10,595870,595870,595870
2020-06-11T12:20,595870,595870,595870
2020-06-11T12:30,595667,595667,595667
2020-06-11T12:40,595546,595546,595546
2020-06-11T12:50,595546,595546,595546
2020-06-11T13:00,596555,596555,596555
2020-06-11T13:10,599656,599656,599656
2020-06-11T13:20,599656,599656,599656
2020-06-11T13:30,599613,599613,599613
2020-06-11T13:40,597162,597162,597162
2020-06-11T13:50,597162,597162,597162
2020-06-11T14:00,605347,605347,605347
2020-06-11T14:10,605558,605558,605558
2020-06-11T14:20,605558,605558,605558
2020-06-11T14:30,606754,606754,606754
2020-06-11T14:40,606754,606754,606754
2020-06-11T14:50,607561,607561,607561
2020-06-11T15:00,604567,604567,604567
2020-06-11T15:10,604567,604567,604567
2020-06-11T15:20,603958,603958,603958
2020-06-11T15:30,604776,604776,604776
2020-06-11T15:40,604776,604776,604776
2020-06-11T15:50,605067,605067,605067
2020-06-11T16:00,606612,606612,606612
2020-06-11T16:10,606934,606934,606934
2020-06-11T16:20,606934,606934,606934
2020-06-11T16:30,614459,614459,614459
2020-06-11T16:40,615796,615796,615796
2020-06-11T16:50,615796,615796,615796
2020-06-11T17:00,600759,600759,600759
2020-06-11T17:10,583077,583077,583077
2020-06-11T17:20,583077,583077,583077
2020-06-11T17:30,582488,582488,582488
2020-06-11T17:40,581646,581646,581646
2020-06-11T17:50,581646,581646,581646
2020-06-11T18:00,582135,582135,582135
2020-06-11T18:10,582135,582135,582135
2020-06-11T18:20,582426,582426,582426
2020-06-11T18:30,580223,580223,580223
2020-06-11T18:40,580223,580223,580223
2020-06-11T18:50,581030,581030,581030
2020-06-11T19:00,580690,580690,580690
2020-06-11T19:10,580690,580690,580690
2020-06-11T19:20,579776,579776,579776
2020-06-11T19:30,580790,580790,580790
2020-06-11T19:40,580790,580790,580790
2020-06-11T19:50,582017,582017,582017
2020-06-11T20:00,581664,581664,581664
2020-06-11T20:10,581664,581664,581664
2020-06-11T20:20,580708,580708,580708
2020-06-11T20:30,581043,581043,581043
2020-06-11T20:40,581386,581386,581386
2020-06-11T20:50,581386,581386,581386
2020-06-11T21:00,583382,583382,583382
2020-06-11T21:10,582218,582218,582218
2020-06-11T21:20,582218,582218,582218
2020-06-11T21:30,582311,582311,582311
2020-06-11T21:40,582311,582311,582311
2020-06-11T21:50,580699,580699,580699
2020-06-11T22:00,580960,580960,580960
2020-06-11T22:10,580960,580960,580960
2020-06-11T22:20,580928,580928,580928
2020-06-11T22:30,580723,580723,580723
2020-06-11T22:40,580723,580723,580723
2020-06-11T22:50,581985,581985,581985
2020-06-11T23:00,584136,584136,584136
2020-06-11T23:10,584136,584136,584136
2020-06-11T23:20,589254,589254,589254
2020-06-11T23:30,589918,589918,589918
2020-06-11T23:40,589918,589918,589918
2020-06-11T23:50,588207,588207,588207
2020-06-12T00:00,588917,588917,588917
2020-06-12T00:10,588917,588917,588917
2020-06-12T00:20,592279,592279,592279
2020-06-12T00:30,593113,593113,593113
2020-06-12T00:40,593113,593113,593113
2020-06-12T00:50,593955,593955,593955
2020-06-12T01:00,593233,593233,593233
2020-06-12T01:10,593233,593233,593233
2020-06-12T01:20,593162,593162,593162
2020-06-12T01:30,593530,593530,593530
2020-06-12T01:40,593530,593530,593530
2020-06-12T01:50,592903,592903,592903
2020-06-12T02:00,588397,588397,588397
2020-06-12T02:10,588397,588397,588397
2020-06-12T02:20,588229,588229,588229
2020-06-12T02:30,584317,584317,584317
2020-06-12T02:40,584317,584317,584317
2020-06-12T02:50,583336,583336,583336
2020-06-12T03:00,582506,582506,582506
2020-06-12T03:10,582506,582506,582506
2020-06-12T03:20,584008,584008,584008
2020-06-12T03:30,582924,582924,582924
2020-06-12T03:40,582924,582924,582924
2020-06-12T03:50,582526,582526,582526
2020-06-12T04:00,581951,581951,581951
2020-06-12T04:10,581951,581951,581951
2020-06-12T04:20,580594,580594,580594
2020-06-12T04:30,581707,581707,581707
2020-06-12T04:40,581707,581707,581707
2020-06-12T04:50,581545,581545,581545
2020-06-12T05:00,581022,581022,581022
2020-06-12T05:10,581022,581022,581022
2020-06-12T05:20,580589,580589,580589
2020-06-12T05:30,581386,581386,581386
2020-06-12T05:40,581386,581386,581386
2020-06-12T05:50,581604,581604,581604
2020-06-12T06:00,581650,581650,581650
2020-06-12T06:10,581650,581650,581650
2020-06-12T06:20,581888,581888,581888
2020-06-12T06:30,581110,581110,581110
2020-06-12T06:40,581110,581110,581110
2020-06-12T06:50,580998,580998,580998
2020-06-12T07:00,582113,582113,582113
2020-06-12T07:10,582113,582113,582113
2020-06-12T07:20,581610,581610,581610
2020-06-12T07:30,580050,580050,580050
2020-06-12T07:40,580050,580050,580050
2020-06-12T07:50,582035,582035,582035
2020-06-12T08:00,583666,583666,583666
2020-06-12T08:10,583666,583666,583666
2020-06-12T08:20,584148,584148,584148
2020-06-12T08:30,587997,587997,587997
2020-06-12T08:40,587997,587997,587997
2020-06-12T08:50,587560,587560,587560
2020-06-12T09:00,588909,588909,588909
2020-06-12T09:10,588909,588909,588909
2020-06-12T09:20,588868,588868,588868
2020-06-12T09:30,589144,589144,589144
2020-06-12T09:40,589144,589144,589144
2020-06-12T09:50,588945,588945,588945
2020-06-12T10:00,589258,589258,589258
2020-06-12T10:10,589258,589258,589258
2020-06-12T10:20,590042,590042,590042
2020-06-12T10:30,590506,590506,590506
2020-06-12T10:40,590506,590506,590506
2020-06-12T10:50,591878,591878,591878
2020-06-12T11:00,592146,592146,592146
2020-06-12T11:10,592146,592146,592146
2020-06-12T11:20,592003,592003,592003
2020-06-12T11:30,592227,592227,592227
2020-06-12T11:40,592227,592227,592227
2020-06-12T11:50,592485,592485,592485
2020-06-12T12:00,590715,590715,590715
2020-06-12T12:10,590715,590715,590715
2020-06-12T12:20,589551,589551,589551
2020-06-12T12:30,589259,589259,589259
2020-06-12T12:40,589259,589259,589259
2020-06-12T12:50,587915,587915,587915
2020-06-12T13:00,588872,588872,588872
2020-06-12T13:10,588872,588872,588872
2020-06-12T13:20,592068,592068,592068
2020-06-12T13:30,593057,593057,593057
2020-06-12T13:40,593057,593057,593057
2020-06-12T13:50,593773,593773,593773
2020-06-12T14:00,592205,592205,592205
2020-06-12T14:10,592205,592205,592205
2020-06-12T14:20,586135,586135,586135
2020-06-12T14:30,586941,586941,586941
2020-06-12T14:40,586941,586941,586941
2020-06-12T14:50,588030,588030,588030
2020-06-12T15:00,585912,585912,585912
2020-06-12T15:10,585912,585912,585912
2020-06-12T15:20,584441,584441,584441
2020-06-12T15:30,584675,584675,584675
2020-06-12T15:40,584675,584675,584675
2020-06-12T15:50,584739,584739,584739
2020-06-12T16:00,584558,584558,584558
2020-06-12T16:10,584558,584558,584558
2020-06-12T16:20,585764,585764,585764
2020-06-12T16:30,584663,584663,584663
2020-06-12T16:40,584663,584663,584663
2020-06-12T16:50,585094,585094,585094
2020-06-12T17:00,585897,585897,585897
2020-06-12T17:10,585897,585897,585897
2020-06-12T17:20,586660,586660,586660
2020-06-12T17:30,586489,586489,586489
2020-06-12T17:40,586489,586489,586489
2020-06-12T17:50,584748,584748,584748
2020-06-12T18:00,584095,584095,584095
2020-06-12T18:10,584095,584095,584095
2020-06-12T18:20,584852,584852,584852
2020-06-12T18:30,582722,582722,582722
2020-06-12T18:40,582722,582722,582722
2020-06-12T18:50,583393,583393,583393
2020-06-12T19:00,583509,583509,583509
2020-06-12T19:10,583509,583509,583509
2020-06-05T19:10,542064,542064,542064
2020-06-05T19:20,542064,542064,542064
2020-06-05T19:30,542323,542323,542323
2020-06-05T19:40,542323,542323,542323
2020-06-05T19:50,542407,542407,542407
2020-06-05T20:00,544275,544275,544275
2020-06-05T20:10,544275,544275,544275
2020-06-05T20:20,544410,544410,544410
2020-06-05T20:30,544351,544351,544351
2020-06-05T20:40,544351,544351,544351
2020-06-05T20:50,546389,546389,546389
2020-06-05T21:00,545917,545917,545917
2020-06-05T21:10,545917,545917,545917
2020-06-05T21:20,548982,548982,548982
2020-06-05T21:30,549687,549687,549687
2020-06-05T21:40,549687,549687,549687
2020-06-05T21:50,549648,549648,549648
2020-06-05T22:00,549711,549711,549711
2020-06-05T22:10,549711,549711,549711
2020-06-05T22:20,551374,551374,551374
2020-06-05T22:30,551205,551205,551205
2020-06-05T22:40,551205,551205,551205
2020-06-05T22:50,551399,551399,551399
2020-06-05T23:00,551489,551489,551489
2020-06-05T23:10,551489,551489,551489
2020-06-05T23:20,550215,550215,550215
2020-06-05T23:30,550346,550346,550346
2020-06-05T23:40,550346,550346,550346
2020-06-05T23:50,548609,548609,548609
2020-06-06T00:00,550099,550099,550099
2020-06-06T00:10,550099,550099,550099
2020-06-06T00:20,551992,551992,551992
2020-06-06T00:30,552896,552896,552896
2020-06-06T00:40,552896,552896,552896
2020-06-06T00:50,551297,551297,551297
2020-06-06T01:00,551204,551204,551204
2020-06-06T01:10,551204,551204,551204
2020-06-06T01:20,549949,549949,549949
2020-06-06T01:30,545765,545765,545765
2020-06-06T01:40,545765,545765,545765
2020-06-06T01:50,546880,546880,546880
2020-06-06T02:00,547952,547952,547952
2020-06-06T02:10,547952,547952,547952
2020-06-06T02:20,547141,547141,547141
2020-06-06T02:30,543381,543381,543381
2020-06-06T02:40,543381,543381,543381
2020-06-06T02:50,543905,543905,543905
2020-06-06T03:00,543002,543002,543002
2020-06-06T03:10,543002,543002,543002
2020-06-06T03:20,542466,542466,542466
2020-06-06T03:30,542396,542396,542396
2020-06-06T03:40,542396,542396,542396
2020-06-06T03:50,541750,541750,541750
2020-06-06T04:00,545452,545452,545452
2020-06-06T04:10,545452,545452,545452
2020-06-06T04:20,545504,545504,545504
2020-06-06T04:30,546050,546050,546050
2020-06-06T04:40,546050,546050,546050
2020-06-06T04:50,546794,546794,546794
2020-06-06T05:00,547262,547262,547262
2020-06-06T05:10,547262,547262,547262
2020-06-06T05:20,551780,551780,551780
2020-06-06T05:30,552135,552135,552135
2020-06-06T05:40,552135,552135,552135
2020-06-06T05:50,551073,551073,551073
2020-06-06T06:00,552402,552402,552402
2020-06-06T06:10,552402,552402,552402
2020-06-06T06:20,553445,553445,553445
2020-06-06T06:30,552181,552181,552181
2020-06-06T06:40,552181,552181,552181
2020-06-06T06:50,552052,552052,552052
2020-06-06T07:00,552840,552840,552840
2020-06-06T07:10,552840,552840,552840
2020-06-06T07:20,553726,553726,553726
2020-06-06T07:30,554148,554148,554148
2020-06-06T07:40,554148,554148,554148
2020-06-06T07:50,554430,554430,554430
2020-06-06T08:00,554385,554385,554385
2020-06-06T08:10,554385,554385,554385
2020-06-06T08:20,552845,552845,552845
2020-06-06T08:30,550333,550333,550333
2020-06-06T08:40,550333,550333,550333
2020-06-06T08:50,549465,549465,549465
2020-06-06T09:00,549268,549268,549268
2020-06-06T09:10,549268,549268,549268
2020-06-06T09:20,548024,548024,548024
2020-06-06T09:30,548601,548601,548601
2020-06-06T09:40,548601,548601,548601
2020-06-06T09:50,546682,546682,546682
2020-06-06T10:00,545146,545146,545146
2020-06-06T10:10,545146,545146,545146
2020-06-06T10:20,545383,545383,545383
2020-06-06T10:30,545652,545652,545652
2020-06-06T10:40,545652,545652,545652
2020-06-06T10:50,546047,546047,546047
2020-06-06T11:00,546569,546569,546569
2020-06-06T11:10,546569,546569,546569
2020-06-06T11:20,547033,547033,547033
2020-06-06T11:30,546766,546766,546766
2020-06-06T11:40,546766,546766,546766
2020-06-06T11:50,547288,547288,547288
2020-06-06T12:00,546715,546715,546715
2020-06-06T12:10,546715,546715,546715
2020-06-06T12:20,548145,548145,548145
2020-06-06T12:30,547512,547512,547512
2020-06-06T12:40,547512,547512,547512
2020-06-06T12:50,544366,544366,544366
2020-06-06T13:00,545368,545368,545368
2020-06-06T13:10,545368,545368,545368
2020-06-06T13:20,545214,545214,545214
2020-06-06T13:30,544844,544844,544844
2020-06-06T13:40,544844,544844,544844
2020-06-06T13:50,546194,546194,546194
2020-06-06T14:00,546315,546315,546315
2020-06-06T14:10,546315,546315,546315
2020-06-06T14:20,545867,545867,545867
2020-06-06T14:30,545867,545867,545867
2020-06-06T14:40,543904,543904,543904
2020-06-06T14:50,543352,543352,543352
2020-06-06T15:00,543352,543352,543352
2020-06-06T15:10,541461,541461,541461
2020-06-06T15:20,541684,541684,541684
2020-06-06T15:30,541684,541684,541684
2020-06-06T15:40,541369,541369,541369
2020-06-06T15:50,542099,542099,542099
2020-06-06T16:00,542504,542504,542504
2020-06-06T16:10,542504,542504,542504
2020-06-06T16:20,542512,542512,542512
2020-06-06T16:30,542487,542487,542487
2020-06-06T16:40,542487,542487,542487
2020-06-06T16:50,541428,541428,541428
2020-06-06T17:00,547299,547299,547299
2020-06-06T17:10,547299,547299,547299
2020-06-06T17:20,547793,547793,547793
2020-06-06T17:30,548287,548287,548287
2020-06-06T17:40,548287,548287,548287
2020-06-06T17:50,549186,549186,549186
2020-06-06T18:00,548251,548251,548251
2020-06-06T18:10,548251,548251,548251
2020-06-06T18:20,548429,548429,548429
2020-06-06T18:30,548429,548429,548429
2020-06-06T18:40,548257,548257,548257
2020-06-06T18:50,547966,547966,547966
2020-06-06T19:00,547966,547966,547966
2020-06-06T19:10,546588,546588,546588
2020-06-06T19:20,544478,544478,544478
2020-06-06T19:30,544478,544478,544478
2020-06-06T19:40,544902,544902,544902
2020-06-06T19:50,546631,546631,546631
2020-06-06T20:00,546631,546631,546631
2020-06-06T20:10,546610,546610,546610
2020-06-06T20:20,546939,546939,546939
2020-06-06T20:30,546939,546939,546939
2020-06-06T20:40,547374,547374,547374
2020-06-06T20:50,548033,548033,548033
2020-06-06T21:00,548033,548033,548033
2020-06-06T21:10,549895,549895,549895
2020-06-06T21:20,548975,548975,548975
2020-06-06T21:30,548975,548975,548975
2020-06-06T21:40,547224,547224,547224
2020-06-06T21:50,548427,548427,548427
2020-06-06T22:00,548427,548427,548427
2020-06-06T22:10,547049,547049,547049
2020-06-06T22:20,545730,545730,545730
2020-06-06T22:30,546362,546362,546362
2020-06-06T22:40,546362,546362,546362
2020-06-06T22:50,549019,549019,549019
2020-06-06T23:00,549019,549019,549019
2020-06-06T23:10,550108,550108,550108
2020-06-06T23:20,550027,550027,550027
2020-06-06T23:30,550027,550027,550027
2020-06-06T23:40,550517,550517,550517
2020-06-06T23:50,550826,550826,550826
2020-06-07T00:00,550826,550826,550826
2020-06-07T00:10,552615,552615,552615
2020-06-07T00:20,555656,555656,555656
2020-06-07T00:30,555656,555656,555656
2020-06-07T00:40,558250,558250,558250
2020-06-07T00:50,554619,554619,554619
2020-06-07T01:00,554619,554619,554619
2020-06-07T01:10,565567,565567,565567
2020-06-07T01:20,566650,566650,566650
2020-06-07T01:30,566650,566650,566650
2020-06-07T01:40,567220,567220,567220
2020-06-07T01:50,566544,566544,566544
2020-06-07T02:00,566544,566544,566544
2020-06-07T02:10,566354,566354,566354
2020-06-07T02:20,563663,563663,563663
2020-06-07T02:30,563663,563663,563663
2020-06-07T02:40,562749,562749,562749
2020-06-07T02:50,562956,562956,562956
2020-06-07T03:00,562956,562956,562956
2020-06-07T03:10,563429,563429,563429
2020-06-07T03:20,565716,565716,565716
2020-06-07T03:30,565716,565716,565716
2020-06-07T03:40,567638,567638,567638
2020-06-07T03:50,569406,569406,569406
2020-06-07T04:00,569406,569406,569406
2020-06-07T04:10,571178,571178,571178
2020-06-07T04:20,572880,572880,572880
2020-06-07T04:30,572880,572880,572880
2020-06-07T04:40,572491,572491,572491
2020-06-07T04:50,573002,573002,573002
2020-06-07T05:00,573002,573002,573002
2020-06-07T05:10,572037,572037,572037
2020-06-07T05:20,571924,571924,571924
2020-06-07T05:30,571924,571924,571924
2020-06-07T05:40,572017,572017,572017
2020-06-07T05:50,572308,572308,572308
2020-06-07T06:00,572308,572308,572308
2020-06-07T06:10,571869,571869,571869
2020-06-07T06:20,572456,572456,572456
2020-06-07T06:30,572456,572456,572456
2020-06-07T06:40,573042,573042,573042
2020-06-07T06:50,569842,569842,569842
2020-06-07T07:00,569842,569842,569842
2020-06-07T07:10,569895,569895,569895
2020-06-07T07:20,569818,569818,569818
2020-06-07T07:30,569818,569818,569818
2020-06-07T07:40,570202,570202,570202
2020-06-07T07:50,570831,570831,570831
2020-06-07T08:00,570831,570831,570831
2020-06-07T08:10,571227,571227,571227
2020-06-07T08:20,571093,571093,571093
2020-06-07T08:30,571093,571093,571093
2020-06-07T08:40,571791,571791,571791
2020-06-07T08:50,569934,569934,569934
2020-06-07T09:00,569934,569934,569934
2020-06-07T09:10,569307,569307,569307
2020-06-07T09:20,570024,570024,570024
2020-06-07T09:30,570024,570024,570024
2020-06-07T09:40,573384,573384,573384
2020-06-07T09:50,573568,573568,573568
2020-06-07T10:00,573568,573568,573568
2020-06-07T10:10,573231,573231,573231
2020-06-07T10:20,573610,573610,573610
2020-06-07T10:30,573610,573610,573610
2020-06-07T10:40,571530,571530,571530
2020-06-07T10:50,572371,572371,572371
2020-06-07T11:00,572371,572371,572371
2020-06-07T11:10,572212,572212,572212
2020-06-07T11:20,592282,592282,592282
2020-06-07T11:30,592282,592282,592282
2020-06-07T11:40,593077,593077,593077
2020-06-07T11:50,593869,593869,593869
2020-06-07T12:00,593869,593869,593869
2020-06-07T12:10,594846,594846,594846
2020-06-07T12:20,593332,593332,593332
2020-06-07T12:30,593332,593332,593332
2020-06-07T12:40,594534,594534,594534
2020-06-07T12:50,595725,595725,595725
2020-06-07T13:00,595725,595725,595725
2020-06-07T13:10,595833,595833,595833
2020-06-07T13:20,599859,599859,599859
2020-06-07T13:30,599859,599859,599859
2020-06-07T13:40,600781,600781,600781
2020-06-07T13:50,598752,598752,598752
2020-06-07T14:00,598752,598752,598752
2020-06-07T14:10,598049,598049,598049
2020-06-07T14:20,609098,609098,609098
2020-06-07T14:30,609098,609098,609098
2020-06-07T14:40,608038,608038,608038
2020-06-07T14:50,608108,608108,608108
2020-06-07T15:00,608108,608108,608108
2020-06-07T15:10,610657,610657,610657
2020-06-07T15:20,612282,612282,612282
2020-06-07T15:30,612282,612282,612282
2020-06-07T15:40,612128,612128,612128
2020-06-07T15:50,614267,614267,614267
2020-06-07T16:00,614267,614267,614267
2020-06-07T16:10,616874,616874,616874
2020-06-07T16:20,617325,617325,617325
2020-06-07T16:30,617325,617325,617325
2020-06-07T16:40,616228,616228,616228
2020-06-07T16:50,620482,620482,620482
2020-06-07T17:00,620482,620482,620482
2020-06-07T17:10,620856,620856,620856
2020-06-07T17:20,621668,621668,621668
2020-06-07T17:30,621668,621668,621668
2020-06-07T17:40,625055,625055,625055
2020-06-07T17:50,625103,625103,625103
2020-06-07T18:00,625103,625103,625103
2020-06-07T18:10,625036,625036,625036
2020-06-07T18:20,624192,624192,624192
2020-06-07T18:30,624192,624192,624192
2020-06-07T18:40,624361,624361,624361
2020-06-07T18:50,621211,621211,621211
2020-06-07T19:00,621211,621211,621211
2020-06-07T19:10,619935,619935,619935
2020-06-07T19:20,621410,621410,621410
2020-06-07T19:30,621410,621410,621410
2020-06-07T19:40,622445,622445,622445
2020-06-07T19:50,621947,621947,621947
2020-06-07T20:00,621947,621947,621947
2020-06-07T20:10,616891,616891,616891
2020-06-07T20:20,614843,614843,614843
2020-06-07T20:30,614843,614843,614843
2020-06-07T20:40,611491,611491,611491
2020-06-07T20:50,608762,608762,608762
2020-06-07T21:00,608762,608762,608762
2020-06-07T21:10,606811,606811,606811
2020-06-07T21:20,606261,606261,606261
2020-06-07T21:30,606261,606261,606261
2020-06-07T21:40,606372,606372,606372
2020-06-07T21:50,606349,606349,606349
2020-06-07T22:00,606349,606349,606349
2020-06-07T22:10,605665,605665,605665
2020-06-07T22:20,605858,605858,605858
2020-06-07T22:30,605858,605858,605858
2020-06-07T22:40,605572,605572,605572
2020-06-07T22:50,606779,606779,606779
2020-06-07T23:00,606779,606779,606779
2020-06-07T23:10,609093,609093,609093
2020-06-07T23:20,608369,608369,608369
2020-06-07T23:30,608369,608369,608369
2020-06-07T23:40,608546,608546,608546
2020-06-07T23:50,608517,608517,608517
2020-06-08T00:00,608517,608517,608517
2020-06-08T00:10,607808,607808,607808
2020-06-08T00:20,606857,606857,606857
2020-06-08T00:30,606857,606857,606857
2020-06-08T00:40,605436,605436,605436
2020-06-08T00:50,604434,604434,604434
2020-06-08T01:00,604434,604434,604434
2020-06-08T01:10,597880,597880,597880
2020-06-08T01:20,598595,598595,598595
2020-06-08T01:30,598595,598595,598595
2020-06-08T01:40,590976,590976,590976
2020-06-08T01:50,592858,592858,592858
2020-06-08T02:00,592858,592858,592858
2020-06-08T02:10,592798,592798,592798
2020-06-08T02:20,591727,591727,591727
2020-06-08T02:30,591727,591727,591727
2020-06-08T02:40,592540,592540,592540
2020-06-08T02:50,592532,592532,592532
2020-06-08T03:00,592532,592532,592532
2020-06-08T03:10,593111,593111,593111
2020-06-08T03:20,593545,593545,593545
2020-06-08T03:30,593545,593545,593545
2020-06-08T03:40,592972,592972,592972
2020-06-08T03:50,592231,592231,592231
2020-06-08T04:00,592231,592231,592231
2020-06-08T04:10,593348,593348,593348
2020-06-08T04:20,593926,593926,593926
2020-06-08T04:30,593926,593926,593926
2020-06-08T04:40,593888,593888,593888
2020-06-08T04:50,593486,593486,593486
2020-06-08T05:00,593486,593486,593486
2020-06-08T05:10,593770,593770,593770
2020-06-08T05:20,593734,593734,593734
2020-06-08T05:30,593734,593734,593734
2020-06-08T05:40,592048,592048,592048
2020-06-08T05:50,591612,591612,591612
2020-06-08T06:00,591612,591612,591612
2020-06-08T06:10,591624,591624,591624
2020-06-08T06:20,591622,591622,591622
2020-06-08T06:30,591622,591622,591622
2020-06-08T06:40,591775,591775,591775
2020-06-08T06:50,592166,592166,592166
2020-06-08T07:00,592166,592166,592166
2020-06-08T07:10,592258,592258,592258
2020-06-08T07:20,592710,592710,592710
2020-06-08T07:30,592710,592710,592710
2020-06-08T07:40,592897,592897,592897
2020-06-08T07:50,592682,592682,592682
2020-06-08T08:00,592682,592682,592682
2020-06-08T08:10,592575,592575,592575
2020-06-08T08:20,594220,594220,594220
2020-06-08T08:30,594220,594220,594220
2020-06-08T08:40,594915,594915,594915
2020-06-08T08:50,592982,592982,592982
2020-06-08T09:00,592982,592982,592982
2020-06-08T09:10,594449,594449,594449
2020-06-08T09:20,594180,594180,594180
2020-06-08T09:30,594180,594180,594180
2020-06-08T09:40,593891,593891,593891
2020-06-08T09:50,592724,592724,592724
2020-06-08T10:00,592724,592724,592724
2020-06-08T10:10,592583,592583,592583
2020-06-08T10:20,592795,592795,592795
2020-06-08T10:30,592795,592795,592795
2020-06-08T10:40,592695,592695,592695
2020-06-08T10:50,592157,592157,592157
2020-06-08T11:00,592157,592157,592157
2020-06-08T11:10,592306,592306,592306
2020-06-08T11:20,592495,592495,592495
2020-06-08T11:30,592495,592495,592495
2020-06-08T11:40,592731,592731,592731
